employee_id,institution,date_of_birth,gender,age_group,job_role,years_of_experience,department,language_proficiency,ethnicity,educational_institute,punctuality,problem_solving,leadership,collaboration,communication,deadline_adherence_rate,adherence_level,avg_response_time,response_time_level,no_of_meetings_attended,no_of_subordinates,decision_contribution,learning_hours_per_month,type_of_learning,team_engagement_frequency,completed_storypoint_ratio,completed_story_points,assigned_story_points,project_id,project_name,duration_weeks,relative_effort,team_size,project_complexity,rework_count,no_pay_leave,blockers,metric_1_name,metric_1_value,metric_2_name,metric_2_value,metric_3_name,metric_3_value,metric_4_name,metric_4_value,metric_5_name,metric_5_value,metric_6_name,metric_6_value,metric_7_name,metric_7_value
506,Company_B,1987-01-20,Female,36-40,Software Engineer,17,Development,English,Muslim,University_O,4,3,2,5,3,52.66,2,3.38,5,17,19,5,5,None observed,8,0.97,38,39,6,Supply Chain Tracker,4,345,8,9.93,0,3,5,tasks_assigned,23,tasks_completed,16,tasks_on_time,2,bug_count,19,bugs_fixed_count,3,code_quality (1-10),2,rework_count,0
507,Company_T,1992-04-08,Female,31-35,Business Analyst,12,Business Analysis,English,Sinhala,University_D,5,2,5,2,3,55.84,2,5.61,4,15,2,3,16,Knowledge sharing,7,0.6,66,110,3,Insurance Claims Platform,43,419,2,5.02,5,5,5,tasks_assigned,28,tasks_completed,17,tasks_on_time,14,bug_count,7,bugs_fixed_count,3,code_quality (1-10),9,rework_count,5
508,Company_A,2001-05-08,Male,20-25,Software Engineer,3,Development,Tamil,Sinhala,University_D,4,2,3,3,4,70.77,3,20.87,2,8,11,1,16,Self-learning,3,0.95,97,102,9,Customer Portal,25,490,2,6.19,2,2,1,total_deployments,20,successful_deployments,9,deployment_time_efficiency,0.56,incident_count,0,system_downtime (hrs),40.3,automated_pipeline_stages,4,total_pipeline_stages,9
509,Company_J,1996-08-17,Female,26-30,Software Engineer,8,Development,Sinhala,Sinhala,University_H,1,5,4,5,4,85.02,4,11.38,4,11,8,2,16,Formal training,2,0.84,74,88,8,Microfinance Management System,26,331,7,5.86,3,4,1,tasks_completed,7,project_delay (days),27,changing_relative_effort,56,sprint_velocity,26,team_velocity,80,stakeholder_satisfaction(1-5),1,milestone_completion_rate,4
510,Company_R,1997-01-19,Male,26-30,Software Engineer,7,Development,English,Sinhala,University_R,2,1,3,2,5,66.15,2,4.94,2,11,9,5,37,Knowledge sharing,6,0.66,35,53,19,E-Commerce Platform,45,104,7,3.87,1,10,5,tasks_assigned,25,tasks_completed,1,tasks_on_time,0,bug_count,9,bugs_fixed_count,0,code_quality (1-10),3,rework_count,0
511,Company_F,1979-03-08,Male,41-45,DevOps Engineer,25,DevOps,Sinhala,Tamil,University_H,4,5,5,5,3,98.58,5,12.3,5,6,15,3,14,Self-learning,6,0.76,73,96,7,Payroll Automation,20,286,8,1.02,0,8,0,total_deployments,4,successful_deployments,4,deployment_time_efficiency,0.39,incident_count,3,system_downtime (hrs),1.3,automated_pipeline_stages,7,total_pipeline_stages,8
512,Company_K,1986-08-03,Male,36-40,DevOps Engineer,18,DevOps,English,Sinhala,University_K,2,2,3,4,1,50.56,2,3.26,3,7,14,2,11,Knowledge sharing,8,0.59,17,29,14,Digital Wallet Platform,32,102,5,1.48,5,3,2,tasks_assigned,7,tasks_completed,1,tasks_on_time,1,bug_count,11,bugs_fixed_count,8,code_quality (1-10),10,rework_count,3
513,Company_T,1997-01-29,Female,26-30,Software Engineer,7,Development,Tamil,Sinhala,University_M,2,3,4,1,3,89.53,4,18.78,1,20,6,1,12,Self-learning,4,0.92,22,24,3,Insurance Claims Platform,32,180,15,4.94,3,6,1,total_test_cases_executed,20,total_pass_test_cases,11,total_bugs_detected,18,defect_reopened_count,2,total_documents_created,9,document_quality (1-5),2,test_execution_time (hrs),2
514,Company_T,2000-05-12,Female,20-25,Software Engineer,4,Development,Tamil,Muslim,University_N,5,4,5,5,1,74.49,3,11.67,3,12,10,5,12,On-the-job learning,10,0.69,75,109,3,Insurance Claims Platform,8,470,13,6.07,5,10,5,tasks_completed,9,project_delay (days),18,changing_relative_effort,50,sprint_velocity,30,team_velocity,35,stakeholder_satisfaction(1-5),4,milestone_completion_rate,4
515,Company_O,1995-02-16,Male,26-30,Business Analyst,9,Business Analysis,English,Sinhala,University_H,4,2,1,4,1,97.58,5,4.67,5,11,19,4,38,Self-learning,8,0.72,50,69,20,Banking Mobile App,10,260,8,9.6,1,3,3,tasks_assigned,14,tasks_completed,1,tasks_on_time,1,bug_count,15,bugs_fixed_count,8,code_quality (1-10),3,rework_count,1
516,Company_A,1984-04-04,Female,36-40,Software Engineer,20,Development,Tamil,Muslim,University_F,4,1,1,1,3,73.82,3,18.58,4,16,3,4,3,Knowledge sharing,9,0.54,49,90,9,Customer Portal,38,482,4,1.95,3,0,1,total_deployments,1,successful_deployments,1,deployment_time_efficiency,0.37,incident_count,8,system_downtime (hrs),45.3,automated_pipeline_stages,2,total_pipeline_stages,5
517,Company_Q,1985-03-13,Female,36-40,DevOps Engineer,19,DevOps,English,Tamil,University_R,2,3,1,4,5,97.58,5,20.02,3,16,19,4,1,Formal training,2,0.54,37,69,18,Smart Grid Monitor,32,500,7,5.7,5,3,4,tasks_assigned,19,tasks_completed,17,tasks_on_time,11,bug_count,14,bugs_fixed_count,14,code_quality (1-10),1,rework_count,1
518,Company_Q,1999-02-18,Female,20-25,Software Engineer,5,Development,Tamil,Tamil,University_A,3,1,3,1,2,92.93,4,14.34,4,5,20,4,26,Formal training,8,0.71,36,51,18,Smart Grid Monitor,14,357,12,4.81,4,2,3,tasks_completed,13,project_delay (days),18,changing_relative_effort,172,sprint_velocity,52,team_velocity,60,stakeholder_satisfaction(1-5),1,milestone_completion_rate,1
519,Company_K,1999-04-01,Male,20-25,Business Analyst,5,Business Analysis,English,Tamil,University_J,2,3,3,2,1,70.55,3,4.03,1,11,14,3,38,Research & innovation,2,0.88,35,40,14,Digital Wallet Platform,15,199,12,1.41,4,6,5,total_test_cases_executed,91,total_pass_test_cases,36,total_bugs_detected,26,defect_reopened_count,19,total_documents_created,7,document_quality (1-5),2,test_execution_time (hrs),3
520,Company_R,1994-12-22,Male,26-30,QA Engineer,10,QA,Tamil,Muslim,University_D,1,4,4,2,4,34.09,1,4.49,3,12,8,3,4,Knowledge sharing,3,0.54,25,46,19,E-Commerce Platform,38,406,10,3.05,0,6,1,total_test_cases_executed,43,total_pass_test_cases,25,total_bugs_detected,15,defect_reopened_count,4,total_documents_created,13,document_quality (1-5),3,test_execution_time (hrs),6
521,Company_R,1997-08-02,Male,26-30,Software Engineer,7,Development,Sinhala,Muslim,University_O,5,5,1,1,1,91.12,4,15.91,2,23,9,3,27,On-the-job learning,3,0.88,106,120,19,E-Commerce Platform,19,72,6,3.89,4,1,3,total_test_cases_executed,52,total_pass_test_cases,49,total_bugs_detected,26,defect_reopened_count,22,total_documents_created,1,document_quality (1-5),5,test_execution_time (hrs),4
522,Company_L,1981-09-18,Female,41-45,DevOps Engineer,23,DevOps,English,Sinhala,University_E,3,3,4,4,5,24.72,1,21.57,1,18,19,5,26,Online courses / certifications,8,0.46,18,39,21,Medi Care App,52,329,12,1.38,4,0,3,tasks_assigned,19,tasks_completed,18,tasks_on_time,4,bug_count,3,bugs_fixed_count,2,code_quality (1-10),2,rework_count,2
523,Company_I,2002-09-01,Female,20-25,Project Manager,2,Project Management,Sinhala,Muslim,University_K,4,1,2,5,3,63.8,2,18.47,4,16,12,4,38,Knowledge sharing,2,0.55,46,83,10,Government Tax Portal,24,224,11,3.35,2,10,0,tasks_completed,4,project_delay (days),3,changing_relative_effort,84,sprint_velocity,56,team_velocity,58,stakeholder_satisfaction(1-5),4,milestone_completion_rate,1
524,Company_O,1995-01-29,Female,26-30,QA Engineer,9,QA,English,Tamil,University_K,5,2,4,5,4,56.31,2,7.46,1,23,16,1,11,Online courses / certifications,8,0.54,13,24,20,Banking Mobile App,20,217,7,6.4,3,7,0,tasks_completed,2,project_delay (days),0,changing_relative_effort,196,sprint_velocity,29,team_velocity,71,stakeholder_satisfaction(1-5),2,milestone_completion_rate,3
525,Company_G,1986-10-03,Female,36-40,Business Analyst,18,Business Analysis,Sinhala,Sinhala,University_L,1,3,2,2,2,40.29,1,14.73,1,20,12,1,13,Self-learning,2,0.68,30,44,4,Loan Origination System,25,325,2,6.14,2,5,1,tasks_completed,7,project_delay (days),25,changing_relative_effort,179,sprint_velocity,48,team_velocity,21,stakeholder_satisfaction(1-5),3,milestone_completion_rate,2
526,Company_S,1994-03-02,Female,26-30,Software Engineer,10,Development,English,Muslim,University_N,3,4,4,2,1,98.34,5,19.91,4,17,14,3,36,Research & innovation,3,0.94,93,99,13,CRM Platform,22,142,14,8.18,3,7,5,total_deployments,16,successful_deployments,9,deployment_time_efficiency,0.58,incident_count,5,system_downtime (hrs),29.4,automated_pipeline_stages,7,total_pipeline_stages,7
527,Company_L,2000-01-24,Male,20-25,Business Analyst,4,Business Analysis,Sinhala,Sinhala,University_L,3,5,1,2,1,23.97,1,15.61,3,7,7,1,11,Formal training,3,0.5,58,117,21,Medi Care App,42,233,9,9.38,0,4,3,tasks_completed,5,project_delay (days),22,changing_relative_effort,154,sprint_velocity,60,team_velocity,36,stakeholder_satisfaction(1-5),4,milestone_completion_rate,4
528,Company_N,1990-08-30,Female,31-35,Business Analyst,14,Business Analysis,Tamil,Muslim,University_C,5,3,1,1,2,89.11,4,0.72,2,17,9,2,6,Formal training,10,0.93,71,76,16,HR Management System,12,113,12,6.02,1,8,2,tasks_assigned,13,tasks_completed,6,tasks_on_time,6,bug_count,8,bugs_fixed_count,0,code_quality (1-10),1,rework_count,3
529,Company_I,2001-10-19,Male,20-25,Business Analyst,3,Business Analysis,English,Tamil,University_A,5,3,3,1,1,90.02,4,9.68,3,23,15,5,7,Formal training,8,0.37,10,27,10,Government Tax Portal,46,200,12,6.77,5,2,3,tasks_completed,6,project_delay (days),0,changing_relative_effort,99,sprint_velocity,45,team_velocity,54,stakeholder_satisfaction(1-5),2,milestone_completion_rate,2
530,Company_K,1980-02-03,Female,41-45,Business Analyst,24,Business Analysis,English,Sinhala,University_G,1,2,5,4,4,43.98,1,12.89,1,8,12,1,19,Formal training,6,0.67,45,67,14,Digital Wallet Platform,4,68,15,9.29,5,10,5,total_test_cases_executed,23,total_pass_test_cases,16,total_bugs_detected,2,defect_reopened_count,2,total_documents_created,14,document_quality (1-5),3,test_execution_time (hrs),5
531,Company_Q,1984-11-17,Female,36-40,Software Engineer,20,Development,English,Sinhala,University_K,4,4,3,3,1,31.91,1,1.85,1,23,10,5,26,None observed,5,0.5,53,105,18,Smart Grid Monitor,19,379,11,2.11,4,7,4,total_deployments,17,successful_deployments,8,deployment_time_efficiency,0.91,incident_count,6,system_downtime (hrs),38.6,automated_pipeline_stages,7,total_pipeline_stages,8
532,Company_P,1987-08-15,Male,36-40,Business Analyst,17,Business Analysis,Sinhala,Muslim,University_N,5,4,1,2,4,46.58,1,17.17,2,16,3,2,32,Knowledge sharing,9,0.72,46,64,11,Telecom Billing System,45,165,11,5.05,4,3,1,total_test_cases_executed,82,total_pass_test_cases,13,total_bugs_detected,4,defect_reopened_count,0,total_documents_created,11,document_quality (1-5),4,test_execution_time (hrs),6
533,Company_T,1991-09-02,Female,31-35,Business Analyst,13,Business Analysis,Sinhala,Sinhala,University_S,2,1,3,4,3,87.5,4,15.34,4,9,12,1,40,Online courses / certifications,1,0.82,46,56,3,Insurance Claims Platform,28,286,8,4.41,0,0,4,tasks_assigned,25,tasks_completed,20,tasks_on_time,17,bug_count,15,bugs_fixed_count,12,code_quality (1-10),2,rework_count,4
534,Company_L,1996-08-12,Male,26-30,Business Analyst,8,Business Analysis,Tamil,Sinhala,University_J,1,3,3,4,3,99.02,5,0.87,5,15,20,1,24,Research & innovation,3,0.97,65,67,21,Medi Care App,41,211,15,7.09,0,0,0,tasks_assigned,11,tasks_completed,1,tasks_on_time,1,bug_count,12,bugs_fixed_count,2,code_quality (1-10),1,rework_count,2
535,Company_J,2002-03-14,Male,20-25,Software Engineer,2,Development,English,Sinhala,University_R,4,2,3,2,1,97.07,5,12.87,4,3,0,4,2,Formal training,8,0.45,15,33,1,Logistics Dashboard,22,50,14,5.02,2,1,3,tasks_assigned,24,tasks_completed,19,tasks_on_time,8,bug_count,19,bugs_fixed_count,15,code_quality (1-10),1,rework_count,4
536,Company_D,1979-11-12,Male,41-45,Business Analyst,25,Business Analysis,Sinhala,Sinhala,University_F,3,2,3,5,2,92.5,4,19.67,1,15,19,2,13,Formal training,8,0.73,80,110,5,Hospital Information System,27,65,7,8.23,3,2,2,tasks_completed,15,project_delay (days),27,changing_relative_effort,69,sprint_velocity,46,team_velocity,49,stakeholder_satisfaction(1-5),5,milestone_completion_rate,1
537,Company_D,1996-02-23,Male,26-30,Business Analyst,8,Business Analysis,English,Tamil,University_P,2,5,3,1,5,79.75,3,17.32,1,2,20,2,35,On-the-job learning,6,0.7,23,33,5,Hospital Information System,24,110,9,5.38,2,1,5,tasks_assigned,28,tasks_completed,5,tasks_on_time,3,bug_count,9,bugs_fixed_count,6,code_quality (1-10),6,rework_count,0
538,Company_K,1990-03-30,Male,31-35,QA Engineer,14,QA,Tamil,Tamil,University_G,4,1,2,1,1,67.01,2,14.84,3,24,13,1,35,Research & innovation,6,0.52,22,42,14,Digital Wallet Platform,21,117,3,8.41,2,10,2,tasks_completed,12,project_delay (days),15,changing_relative_effort,61,sprint_velocity,30,team_velocity,47,stakeholder_satisfaction(1-5),4,milestone_completion_rate,2
539,Company_N,1991-12-18,Male,31-35,DevOps Engineer,13,DevOps,Sinhala,Tamil,University_A,2,5,5,3,2,40.69,1,10.37,5,8,14,3,13,None observed,4,0.84,32,38,16,HR Management System,39,362,7,8.99,2,0,0,tasks_assigned,7,tasks_completed,4,tasks_on_time,4,bug_count,20,bugs_fixed_count,16,code_quality (1-10),3,rework_count,5
540,Company_Q,2003-06-22,Female,20-25,DevOps Engineer,1,DevOps,English,Muslim,University_U,2,2,5,2,2,48.12,1,9.48,3,21,4,1,22,None observed,5,0.41,30,74,18,Smart Grid Monitor,24,145,8,1.73,0,5,1,tasks_assigned,30,tasks_completed,15,tasks_on_time,1,bug_count,18,bugs_fixed_count,4,code_quality (1-10),3,rework_count,0
541,Company_M,1984-07-04,Male,36-40,Project Manager,20,Project Management,Tamil,Sinhala,University_D,3,1,4,1,5,31.93,1,8.79,5,9,17,4,13,Formal training,5,0.79,48,61,15,Inventory Management System,42,181,6,9.61,0,6,5,total_test_cases_executed,21,total_pass_test_cases,19,total_bugs_detected,25,defect_reopened_count,23,total_documents_created,9,document_quality (1-5),5,test_execution_time (hrs),10
542,Company_Q,1982-11-12,Male,41-45,QA Engineer,22,QA,Sinhala,Sinhala,University_T,5,3,5,5,1,73.38,3,3,5,21,3,2,2,On-the-job learning,4,0.91,67,74,18,Smart Grid Monitor,25,496,4,4.79,0,6,2,total_test_cases_executed,79,total_pass_test_cases,55,total_bugs_detected,1,defect_reopened_count,1,total_documents_created,8,document_quality (1-5),2,test_execution_time (hrs),6
543,Company_D,2003-10-20,Female,20-25,QA Engineer,1,QA,Sinhala,Sinhala,University_B,3,4,2,4,5,77.92,3,21,5,11,18,5,40,Research & innovation,5,0.98,91,93,5,Hospital Information System,29,234,9,6.58,2,1,2,total_test_cases_executed,60,total_pass_test_cases,10,total_bugs_detected,6,defect_reopened_count,4,total_documents_created,3,document_quality (1-5),4,test_execution_time (hrs),1
544,Company_T,1990-07-29,Female,31-35,QA Engineer,14,QA,Sinhala,Muslim,University_Q,4,4,5,3,3,79.62,3,16.84,5,6,8,2,32,None observed,3,0.48,37,77,3,Insurance Claims Platform,49,277,12,4.5,5,2,1,tasks_assigned,25,tasks_completed,1,tasks_on_time,1,bug_count,19,bugs_fixed_count,11,code_quality (1-10),9,rework_count,2
545,Company_J,2003-09-01,Male,20-25,Business Analyst,1,Business Analysis,Sinhala,Muslim,University_U,2,3,3,5,4,55.19,2,2.33,3,6,9,4,31,None observed,5,0.56,36,64,1,Logistics Dashboard,50,143,7,9.7,5,10,5,tasks_assigned,23,tasks_completed,9,tasks_on_time,7,bug_count,20,bugs_fixed_count,19,code_quality (1-10),4,rework_count,3
546,Company_Q,1986-04-05,Male,36-40,Software Engineer,18,Development,Tamil,Tamil,University_J,4,5,3,5,2,60.56,2,13.42,2,8,19,2,1,Self-learning,5,0.72,44,61,18,Smart Grid Monitor,17,403,11,2.07,2,5,1,total_test_cases_executed,14,total_pass_test_cases,14,total_bugs_detected,6,defect_reopened_count,3,total_documents_created,1,document_quality (1-5),3,test_execution_time (hrs),7
547,Company_F,1986-12-18,Male,36-40,DevOps Engineer,18,DevOps,English,Sinhala,University_I,3,3,2,3,4,58.32,2,18.41,2,7,18,5,30,None observed,8,1,105,105,7,Payroll Automation,7,258,9,6.12,4,0,5,total_test_cases_executed,12,total_pass_test_cases,6,total_bugs_detected,18,defect_reopened_count,13,total_documents_created,15,document_quality (1-5),5,test_execution_time (hrs),6
548,Company_B,1992-09-28,Female,31-35,QA Engineer,12,QA,Tamil,Muslim,University_J,1,2,3,5,1,93.72,4,2.18,5,12,1,3,21,Knowledge sharing,9,0.58,22,38,6,Supply Chain Tracker,28,438,15,8.62,2,5,0,total_deployments,7,successful_deployments,2,deployment_time_efficiency,0.74,incident_count,0,system_downtime (hrs),3.5,automated_pipeline_stages,4,total_pipeline_stages,7
549,Company_J,1994-04-21,Male,26-30,DevOps Engineer,10,DevOps,Tamil,Muslim,University_P,3,3,5,2,1,99.35,5,20.58,4,22,7,3,40,Self-learning,7,0.77,70,91,1,Logistics Dashboard,39,261,10,3.28,0,2,0,tasks_assigned,7,tasks_completed,4,tasks_on_time,3,bug_count,14,bugs_fixed_count,3,code_quality (1-10),8,rework_count,4
550,Company_B,1996-05-18,Female,26-30,DevOps Engineer,8,DevOps,Tamil,Muslim,University_N,4,1,1,5,3,31.15,1,18.18,4,18,4,1,19,Research & innovation,2,0.65,44,68,6,Supply Chain Tracker,4,405,4,5.12,2,8,1,tasks_completed,3,project_delay (days),8,changing_relative_effort,168,sprint_velocity,39,team_velocity,76,stakeholder_satisfaction(1-5),1,milestone_completion_rate,3
551,Company_C,1991-12-26,Female,31-35,Software Engineer,13,Development,English,Sinhala,University_I,3,3,3,2,3,97.5,5,22.36,2,4,7,4,37,None observed,9,0.58,22,38,23,Delivery Service App,36,273,5,5.82,2,8,4,tasks_assigned,7,tasks_completed,6,tasks_on_time,4,bug_count,10,bugs_fixed_count,9,code_quality (1-10),8,rework_count,5
552,Company_I,1996-07-07,Male,26-30,Software Engineer,8,Development,English,Sinhala,University_L,5,2,3,1,2,95.95,5,15.64,3,4,5,5,5,Self-learning,9,0.72,60,83,10,Government Tax Portal,46,99,10,2.24,5,7,1,tasks_completed,1,project_delay (days),1,changing_relative_effort,95,sprint_velocity,45,team_velocity,33,stakeholder_satisfaction(1-5),4,milestone_completion_rate,3
553,Company_H,1994-04-03,Male,26-30,Business Analyst,10,Business Analysis,English,Sinhala,University_C,5,1,5,5,3,53.74,2,14.63,5,16,16,2,29,Online courses / certifications,4,0.7,30,43,17,Learning Management System,7,191,13,7.26,1,2,1,total_deployments,15,successful_deployments,15,deployment_time_efficiency,0.55,incident_count,2,system_downtime (hrs),33.4,automated_pipeline_stages,2,total_pipeline_stages,5
554,Company_N,1991-08-05,Male,31-35,Project Manager,13,Project Management,Sinhala,Muslim,University_A,2,1,2,5,3,74.49,3,6.51,2,17,8,1,27,On-the-job learning,10,0.63,39,62,16,HR Management System,12,443,3,7.15,5,2,4,total_test_cases_executed,21,total_pass_test_cases,13,total_bugs_detected,21,defect_reopened_count,21,total_documents_created,12,document_quality (1-5),1,test_execution_time (hrs),4
555,Company_E,1992-12-19,Female,31-35,DevOps Engineer,12,DevOps,English,Sinhala,University_L,2,4,3,4,1,80.71,3,8.26,2,21,4,4,36,None observed,10,0.82,80,98,22,Marketing Management System,4,306,2,4.3,4,5,3,tasks_completed,13,project_delay (days),14,changing_relative_effort,60,sprint_velocity,34,team_velocity,34,stakeholder_satisfaction(1-5),4,milestone_completion_rate,5
556,Company_I,2000-10-11,Male,20-25,Software Engineer,4,Development,Sinhala,Sinhala,University_C,5,2,2,2,3,99.11,5,6.48,2,9,19,3,28,Self-learning,4,0.83,85,102,10,Government Tax Portal,28,135,9,2.71,1,6,1,total_deployments,14,successful_deployments,14,deployment_time_efficiency,0.88,incident_count,1,system_downtime (hrs),14.2,automated_pipeline_stages,3,total_pipeline_stages,7
557,Company_I,1980-01-21,Female,41-45,Software Engineer,24,Development,Sinhala,Tamil,University_B,4,3,5,5,3,90.86,4,16.01,4,9,9,1,16,Research & innovation,4,0.95,37,39,10,Government Tax Portal,49,93,12,6.41,5,6,2,tasks_completed,8,project_delay (days),6,changing_relative_effort,193,sprint_velocity,31,team_velocity,71,stakeholder_satisfaction(1-5),2,milestone_completion_rate,2
558,Company_Q,1991-05-15,Male,31-35,Business Analyst,13,Business Analysis,English,Sinhala,University_K,4,1,5,5,5,30.08,1,21.48,1,15,17,4,26,Self-learning,3,0.66,29,44,18,Smart Grid Monitor,27,492,9,8.01,3,9,5,total_test_cases_executed,44,total_pass_test_cases,31,total_bugs_detected,10,defect_reopened_count,7,total_documents_created,7,document_quality (1-5),3,test_execution_time (hrs),9
559,Company_Q,1981-12-06,Female,41-45,Software Engineer,23,Development,English,Sinhala,University_M,2,4,3,4,2,97.36,5,23.49,4,21,3,2,20,None observed,8,0.7,63,90,18,Smart Grid Monitor,27,61,10,7.28,0,9,2,tasks_completed,20,project_delay (days),29,changing_relative_effort,128,sprint_velocity,42,team_velocity,25,stakeholder_satisfaction(1-5),4,milestone_completion_rate,2
560,Company_G,1980-12-26,Male,41-45,Software Engineer,24,Development,Sinhala,Muslim,University_F,1,2,1,5,4,45.6,1,21.65,4,18,10,1,11,Knowledge sharing,6,0.97,111,114,4,Loan Origination System,41,150,5,8.13,1,6,0,tasks_assigned,14,tasks_completed,13,tasks_on_time,5,bug_count,9,bugs_fixed_count,3,code_quality (1-10),8,rework_count,0
561,Company_A,2003-05-18,Male,20-25,Software Engineer,1,Development,Sinhala,Tamil,University_U,3,3,1,5,4,91.27,4,5.33,1,17,15,4,23,Formal training,7,0.55,23,42,9,Customer Portal,24,130,5,4.26,5,4,5,total_deployments,6,successful_deployments,3,deployment_time_efficiency,0.92,incident_count,8,system_downtime (hrs),38.3,automated_pipeline_stages,5,total_pipeline_stages,7
